Point ID,Loss,points_0,points_1,points_2,points_Magnitude,RegionSize,RegionSpan,RegionType,SegmentationId
738,1.40134,0.607239,0.79452,0.30957,1.04682,4607,2.02527,1,159
739,1.18499,0.60625,0.795274,0.261711,1.03368,4607,2.02527,1,159
740,1.02794,0.60526,0.796028,0.226968,1.02543,4607,2.02527,1,159
741,0.873267,0.604269,0.796781,0.192753,1.01841,4607,2.02527,1,159
742,1.80998,0.603277,0.797532,0.399969,1.07702,4607,2.02527,1,159
743,0.554823,0.602284,0.798282,0.122308,1.00745,1,1.7012,2,123
744,1.98789,0.60129,0.799031,0.439326,1.09225,4607,2.02527,1,159
745,0.68144,0.600296,0.799778,0.150317,1.01123,4607,2.02527,1,159
746,1.03278,0.5993,0.800524,0.22804,1.02567,4607,2.02527,1,159
747,1.06338,0.598304,0.801269,0.234808,1.0272,4607,2.02527,1,159
748,0.872716,0.597306,0.802013,0.192631,1.01838,4607,2.02527,1,159
749,1.13369,0.596308,0.802756,0.250363,1.03086,4607,2.02527,1,159
750,0.528667,0.595309,0.803497,0.116522,1.00677,0,1.94582,2,116
751,0.751634,0.594309,0.804237,0.165846,1.01366,4607,2.02527,1,159
752,1.59275,0.593308,0.804976,0.351913,1.06011,4607,2.02527,1,159
753,0.784179,0.592306,0.805713,0.173045,1.01486,4607,2.02527,1,159
754,0.732855,0.591303,0.80645,0.161691,1.01299,4607,2.02527,1,159
755,1.06714,0.590299,0.807185,0.23564,1.02739,4607,2.02527,1,159
756,1.15673,0.589294,0.807919,0.255459,1.03211,4607,2.02527,1,159
757,1.44984,0.588288,0.808651,0.320301,1.05004,4607,2.02527,1,159
758,1.00151,0.587282,0.809382,0.221123,1.02416,4607,2.02527,1,159
759,0.690867,0.586274,0.810113,0.152403,1.01155,4607,2.02527,1,159
760,0.722493,0.585266,0.810841,0.159399,1.01262,4607,2.02527,1,159
761,1.22649,0.584257,0.811569,0.270891,1.03604,4607,2.02527,1,159
762,1.24291,0.583246,0.812295,0.274523,1.037,4607,2.02527,1,159
763,1.10574,0.582235,0.81302,0.244179,1.02938,4607,2.02527,1,159
764,0.853333,0.581223,0.813744,0.188343,1.01758,4607,2.02527,1,159
765,0.485079,0.58021,0.814467,0.106879,1.0057,0,1.87943,2,176
766,0.888684,0.579197,0.815188,0.196163,1.01906,4607,2.02527,1,159
767,1.643,0.578182,0.815908,0.363031,1.06386,4607,2.02527,1,159
768,1.07769,0.577166,0.816627,0.237975,1.02793,4607,2.02527,1,159
769,0.740906,0.57615,0.817344,0.163472,1.01327,4607,2.02527,1,159
770,2.52541,0.575132,0.81806,0.558234,1.14526,4607,2.02527,1,159
771,1.51549,0.574114,0.818775,0.334823,1.05456,4607,2.02527,1,159
772,2.16336,0.573095,0.819489,0.478141,1.10843,4607,2.02527,1,159
773,0.907383,0.572075,0.820201,0.2003,1.01986,4607,2.02527,1,159
774,0.585784,0.571054,0.820912,0.129157,1.00831,6,0.729303,2,150
775,1.29634,0.570032,0.821622,0.286343,1.04019,4607,2.02527,1,159
776,0.885477,0.56901,0.822331,0.195454,1.01892,4607,2.02527,1,159
777,1.57368,0.567986,0.823038,0.347695,1.05872,4607,2.02527,1,159
778,2.40911,0.566962,0.823744,0.532505,1.13294,4607,2.02527,1,159
779,1.08418,0.565936,0.824449,0.239409,1.02826,4607,2.02527,1,159
780,0.617358,0.56491,0.825153,0.136142,1.00922,121,1.28633,2,168
781,0.522851,0.563883,0.825855,0.115235,1.00662,0,1.73557,2,114
782,0.725716,0.562855,0.826556,0.160112,1.01274,4607,2.02527,1,159
783,1.04017,0.561826,0.827255,0.229674,1.02604,4607,2.02527,1,159
784,0.728976,0.560796,0.827954,0.160833,1.01285,4607,2.02527,1,159
785,2.19157,0.559766,0.828651,0.484384,1.11114,4607,2.02527,1,159
786,1.63326,0.558734,0.829347,0.360876,1.06312,4607,2.02527,1,159
787,0.642799,0.557702,0.830041,0.141769,1.01,4607,2.02527,1,159
788,0.789769,0.556669,0.830734,0.174282,1.01507,4607,2.02527,1,159
789,1.0224,0.555635,0.831426,0.225743,1.02516,4607,2.02527,1,159
790,1.53181,0.5546,0.832117,0.338434,1.05572,4607,2.02527,1,159
791,1.65138,0.553564,0.832806,0.364885,1.06449,4607,2.02527,1,159
792,0.768699,0.552528,0.833495,0.169621,1.01428,4607,2.02527,1,159
793,2.84185,0.55149,0.834181,0.628234,1.18096,4607,2.02527,1,159
794,0.693546,0.550452,0.834867,0.152996,1.01164,4607,2.02527,1,159
795,0.64999,0.549413,0.835551,0.14336,1.01022,4607,2.02527,1,159
796,1.31312,0.548373,0.836234,0.290056,1.04122,4607,2.02527,1,159
797,1.16891,0.547332,0.836916,0.258153,1.03278,4607,2.02527,1,159
798,0.617006,0.54629,0.837596,0.136064,1.00921,121,1.28633,2,168
799,0.856246,0.545248,0.838275,0.188987,1.0177,4607,2.02527,1,159
800,0.985012,0.544204,0.838953,0.217473,1.02337,4607,2.02527,1,159
801,0.70295,0.54316,0.839629,0.155076,1.01195,4607,2.02527,1,159
802,0.762902,0.542115,0.840304,0.168338,1.01407,4607,2.02527,1,159
803,0.851703,0.541069,0.840978,0.187982,1.01752,4607,2.02527,1,159
804,0.772011,0.540022,0.841651,0.170353,1.01441,4607,2.02527,1,159
805,1.87762,0.538975,0.842322,0.414931,1.08267,4607,2.02527,1,159
806,1.08054,0.537926,0.842992,0.238604,1.02807,4607,2.02527,1,159
807,1.14063,0.536877,0.843661,0.251898,1.03124,4607,2.02527,1,159
808,1.35104,0.535827,0.844328,0.298445,1.04358,4607,2.02527,1,159
809,0.932214,0.534776,0.844994,0.205793,1.02096,4607,2.02527,1,159
810,0.92318,0.533724,0.845659,0.203794,1.02055,4607,2.02527,1,159
811,0.841838,0.532672,0.846322,0.1858,1.01711,4607,2.02527,1,159
812,0.754334,0.531618,0.846984,0.166443,1.01376,4607,2.02527,1,159
813,1.11105,0.530564,0.847645,0.245354,1.02966,4607,2.02527,1,159
814,0.936176,0.529509,0.848304,0.206669,1.02113,4607,2.02527,1,159
815,1.59418,0.528453,0.848963,0.35223,1.06022,4607,2.02527,1,159
816,2.32242,0.527396,0.849619,0.513328,1.12406,4607,2.02527,1,159
817,1.52918,0.526339,0.850275,0.337852,1.05553,4607,2.02527,1,159
818,1.34006,0.525281,0.850929,0.296015,1.04289,4607,2.02527,1,159
819,1.49205,0.524221,0.851582,0.329637,1.05293,4607,2.02527,1,159
820,0.826799,0.523161,0.852234,0.182473,1.01651,4607,2.02527,1,159
821,0.851446,0.522101,0.852884,0.187926,1.0175,4607,2.02527,1,159
822,0.670085,0.521039,0.853533,0.147805,1.01086,4607,2.02527,1,159
823,0.936649,0.519977,0.85418,0.206774,1.02115,4607,2.02527,1,159
824,1.27409,0.518914,0.854827,0.281422,1.03884,4607,2.02527,1,159
825,0.43907,0.51785,0.855472,0.0967013,1.00466,0,0.648927,2,103
826,1.41473,0.516785,0.856115,0.312533,1.0477,4607,2.02527,1,159
827,0.984587,0.515719,0.856758,0.217378,1.02335,4607,2.02527,1,159
828,1.84788,0.514653,0.857399,0.408353,1.08016,4607,2.02527,1,159
829,1.18356,0.513586,0.858038,0.261394,1.0336,4607,2.02527,1,159
830,0.937517,0.512518,0.858677,0.206966,1.02119,4607,2.02527,1,159
831,1.259,0.511449,0.859314,0.278082,1.03794,4607,2.02527,1,159
832,1.47917,0.510379,0.859949,0.326789,1.05204,4607,2.02527,1,159
833,1.90621,0.509309,0.860584,0.421257,1.08511,4607,2.02527,1,159
834,1.6705,0.508238,0.861217,0.369113,1.06595,4607,2.02527,1,159
835,1.01298,0.507166,0.861848,0.223659,1.02471,4607,2.02527,1,159
836,0.68453,0.506093,0.862479,0.151001,1.01134,4607,2.02527,1,159
837,2.13499,0.50502,0.863108,0.471867,1.10574,4607,2.02527,1,159
838,1.05136,0.503946,0.863735,0.23215,1.02659,4607,2.02527,1,159
839,1.37069,0.502871,0.864362,0.302791,1.04484,4607,2.02527,1,159
840,0.422203,0.501795,0.864987,0.0929702,1.00431,0,0.019032,2,146
841,1.19491,0.500718,0.86561,0.263905,1.03424,4607,2.02527,1,159
842,0.87179,0.499641,0.866233,0.192426,1.01835,4607,2.02527,1,159
843,1.09296,0.498563,0.866854,0.241351,1.02871,4607,2.02527,1,159
844,1.35189,0.497484,0.867473,0.298632,1.04364,4607,2.02527,1,159
845,1.27098,0.496404,0.868092,0.280733,1.03866,4607,2.02527,1,159
846,0.714525,0.495324,0.868709,0.157637,1.01235,4607,2.02527,1,159
847,1.47154,0.494242,0.869324,0.3251,1.05152,4607,2.02527,1,159
848,1.52798,0.49316,0.869938,0.337586,1.05545,4607,2.02527,1,159
849,1.29526,0.492078,0.870551,0.286105,1.04012,4607,2.02527,1,159
850,2.64163,0.490994,0.871163,0.583942,1.15801,4607,2.02527,1,159
851,0.73664,0.48991,0.871773,0.162529,1.01312,4607,2.02527,1,159
852,1.75701,0.488825,0.872382,0.38825,1.07272,4607,2.02527,1,159
853,0.714874,0.487739,0.872989,0.157714,1.01236,4607,2.02527,1,159
854,1.17128,0.486652,0.873596,0.258678,1.03292,4607,2.02527,1,159
855,0.823006,0.485565,0.874201,0.181634,1.01636,4607,2.02527,1,159
856,3.74307,0.484477,0.874804,0.8276,1.29805,4607,2.02527,1,159
857,0.620121,0.483388,0.875406,0.136753,1.00931,121,1.28633,2,168
858,1.21013,0.482299,0.876007,0.267272,1.0351,4607,2.02527,1,159
859,0.790215,0.481208,0.876606,0.17438,1.01509,4607,2.02527,1,159
860,1.36317,0.480117,0.877204,0.301128,1.04436,4607,2.02527,1,159
861,0.674826,0.479026,0.877801,0.148854,1.01102,4607,2.02527,1,159
862,1.39453,0.477933,0.878396,0.308065,1.04638,4607,2.02527,1,159
863,1.2891,0.47684,0.87899,0.284742,1.03975,4607,2.02527,1,159
864,1.30374,0.475746,0.879583,0.287979,1.04064,4607,2.02527,1,159
865,2.4743,0.474651,0.880174,0.546927,1.13979,4607,2.02527,1,159
866,0.648467,0.473556,0.880764,0.143023,1.01018,4607,2.02527,1,159
867,0.677937,0.472459,0.881352,0.149543,1.01112,4607,2.02527,1,159
868,0.685576,0.471363,0.88194,0.151232,1.01137,4607,2.02527,1,159
869,1.36015,0.470265,0.882525,0.300459,1.04416,4607,2.02527,1,159
870,1.46628,0.469166,0.88311,0.323936,1.05116,4607,2.02527,1,159
871,1.03541,0.468067,0.883693,0.228621,1.0258,4607,2.02527,1,159
872,0.864641,0.466967,0.884275,0.190845,1.01805,4607,2.02527,1,159
873,1.21443,0.465867,0.884855,0.268224,1.03535,4607,2.02527,1,159
874,0.746866,0.464766,0.885434,0.164791,1.01349,4607,2.02527,1,159
875,1.88433,0.463664,0.886011,0.416416,1.08324,4607,2.02527,1,159
876,0.465277,0.462561,0.886588,0.102499,1.00524,0,0.0846635,2,105
877,0.57328,0.461457,0.887162,0.126391,1.00796,12,1.7556,2,148
878,1.20826,0.460353,0.887736,0.266858,1.03499,4607,2.02527,1,159
879,0.830235,0.459248,0.888308,0.183233,1.01665,4607,2.02527,1,159
880,1.23272,0.458143,0.888879,0.272269,1.0364,4607,2.02527,1,159
881,0.779586,0.457036,0.889448,0.172029,1.01469,4607,2.02527,1,159
882,1.83786,0.455929,0.890016,0.406136,1.07933,4607,2.02527,1,159
883,0.627232,0.454822,0.890582,0.138326,1.00952,121,1.28633,2,168
884,2.39748,0.453713,0.891148,0.529934,1.13174,4607,2.02527,1,159
885,1.08406,0.452604,0.891712,0.239384,1.02825,4607,2.02527,1,159
886,0.956662,0.451494,0.892274,0.211201,1.02206,4607,2.02527,1,159
887,1.06305,0.450384,0.892835,0.234736,1.02718,4607,2.02527,1,159
888,1.50209,0.449273,0.893395,0.33186,1.05363,4607,2.02527,1,159
889,1.32595,0.448161,0.893953,0.292893,1.04201,4607,2.02527,1,159
890,0.71519,0.447048,0.89451,0.157783,1.01237,4607,2.02527,1,159
891,1.2445,0.445935,0.895065,0.274876,1.03709,4607,2.02527,1,159
892,0.774026,0.444821,0.89562,0.170799,1.01448,4607,2.02527,1,159
893,0.633115,0.443706,0.896172,0.139627,1.0097,121,1.28633,2,168
894,1.04208,0.442591,0.896724,0.230097,1.02613,4607,2.02527,1,159
895,0.706501,0.441475,0.897274,0.155861,1.01207,4607,2.02527,1,159
896,1.28033,0.440358,0.897822,0.282803,1.03922,4607,2.02527,1,159
897,0.945464,0.439241,0.898369,0.208724,1.02155,4607,2.02527,1,159
898,1.47237,0.438123,0.898915,0.325284,1.05157,4607,2.02527,1,159
899,1.63714,0.437004,0.89946,0.361733,1.06341,4607,2.02527,1,159
900,0.693337,0.435884,0.900003,0.152949,1.01163,4607,2.02527,1,159
901,0.904296,0.434764,0.900544,0.199617,1.01973,4607,2.02527,1,159
902,1.14985,0.433643,0.901085,0.253937,1.03174,4607,2.02527,1,159
903,0.730753,0.432522,0.901623,0.161226,1.01291,4607,2.02527,1,159
904,0.940261,0.4314,0.902161,0.207573,1.02132,4607,2.02527,1,159
905,0.698759,0.430277,0.902697,0.154149,1.01181,4607,2.02527,1,159
906,0.982434,0.429154,0.903231,0.216902,1.02325,4607,2.02527,1,159
907,1.37243,0.42803,0.903765,0.303175,1.04495,4607,2.02527,1,159
908,0.895517,0.426905,0.904297,0.197675,1.01935,4607,2.02527,1,159
909,1.44408,0.425779,0.904827,0.319027,1.04966,4607,2.02527,1,159
910,0.944294,0.424653,0.905356,0.208465,1.0215,4607,2.02527,1,159
911,0.751714,0.423526,0.905884,0.165863,1.01366,4607,2.02527,1,159
912,0.666454,0.422399,0.90641,0.147002,1.01075,4607,2.02527,1,159
913,1.01772,0.421271,0.906935,0.224708,1.02494,4607,2.02527,1,159
914,0.762335,0.420142,0.907458,0.168213,1.01405,4607,2.02527,1,159
915,0.704129,0.419013,0.90798,0.155337,1.01199,4607,2.02527,1,159
916,1.14617,0.417883,0.908501,0.253124,1.03154,4607,2.02527,1,159
917,0.720681,0.416752,0.90902,0.158998,1.01256,4607,2.02527,1,159
918,0.512095,0.415621,0.909538,0.112856,1.00635,1,1.06324,2,182
919,1.14591,0.414489,0.910054,0.253065,1.03152,4607,2.02527,1,159
920,0.753077,0.413356,0.910569,0.166165,1.01371,4607,2.02527,1,159
921,1.03637,0.412223,0.911083,0.228833,1.02585,4607,2.02527,1,159
922,0.920262,0.411089,0.911595,0.203149,1.02043,4607,2.02527,1,159
923,2.24327,0.409955,0.912106,0.49582,1.11617,4607,2.02527,1,159
924,0.632438,0.408819,0.912615,0.139478,1.00968,121,1.28633,2,168
925,0.935938,0.407684,0.913123,0.206617,1.02112,4607,2.02527,1,159
926,1.13922,0.406547,0.91363,0.251587,1.03116,4607,2.02527,1,159
927,0.594944,0.40541,0.914135,0.131183,1.00857,39,1.95826,2,124
928,1.38401,0.404273,0.914639,0.305738,1.04569,4607,2.02527,1,159
929,0.9967,0.403134,0.915141,0.220058,1.02393,4607,2.02527,1,159
930,0.538444,0.401995,0.915642,0.118685,1.00702,0,1.84453,2,153
931,1.62152,0.400856,0.916141,0.358278,1.06224,4607,2.02527,1,159
932,1.25959,0.399716,0.916639,0.278215,1.03798,4607,2.02527,1,159
933,1.77276,0.398575,0.917136,0.391736,1.07399,4607,2.02527,1,159
934,1.27324,0.397433,0.917631,0.281233,1.03879,4607,2.02527,1,159
935,0.997363,0.396291,0.918125,0.220205,1.02396,4607,2.02527,1,159
936,0.925177,0.395149,0.918617,0.204236,1.02064,4607,2.02527,1,159
937,0.802211,0.394005,0.919108,0.177034,1.01555,4607,2.02527,1,159
938,0.567978,0.392862,0.919598,0.125218,1.00781,1,1.85447,2,140
939,1.7179,0.391717,0.920086,0.379598,1.06962,4607,2.02527,1,159
940,1.00788,0.390572,0.920572,0.222532,1.02446,4607,2.02527,1,159
941,0.671831,0.389426,0.921058,0.148192,1.01092,4607,2.02527,1,159
942,1.00251,0.38828,0.921541,0.221342,1.0242,4607,2.02527,1,159
943,1.35394,0.387133,0.922024,0.299086,1.04377,4607,2.02527,1,159
944,0.482272,0.385986,0.922505,0.106258,1.00563,0,1.15332,2,121
945,2.17302,0.384838,0.922984,0.480279,1.10935,4607,2.02527,1,159
946,0.627533,0.383689,0.923462,0.138392,1.00953,121,1.28633,2,168
947,1.84012,0.38254,0.923939,0.406636,1.07951,4607,2.02527,1,159
948,0.68109,0.38139,0.924414,0.15024,1.01122,4607,2.02527,1,159
949,2.55167,0.380239,0.924888,0.564042,1.1481,4607,2.02527,1,159
950,1.19582,0.379088,0.92536,0.264106,1.03429,4607,2.02527,1,159
951,0.894708,0.377937,0.925831,0.197496,1.01932,4607,2.02527,1,159
952,0.74181,0.376785,0.926301,0.163672,1.01331,4607,2.02527,1,159
953,1.55323,0.375632,0.926769,0.343172,1.05725,4607,2.02527,1,159
954,1.71159,0.374478,0.927236,0.378204,1.06913,4607,2.02527,1,159
955,0.959084,0.373324,0.927701,0.211737,1.02217,4607,2.02527,1,159
956,0.851924,0.37217,0.928165,0.188031,1.01752,4607,2.02527,1,159
957,1.00171,0.371015,0.928627,0.221166,1.02417,4607,2.02527,1,159
958,1.68059,0.369859,0.929088,0.371345,1.06672,4607,2.02527,1,159
959,1.76599,0.368703,0.929547,0.390237,1.07345,4607,2.02527,1,159
960,2.19743,0.367546,0.930005,0.485679,1.1117,4607,2.02527,1,159
961,1.92041,0.366389,0.930462,0.424397,1.08633,4607,2.02527,1,159
962,1.05187,0.365231,0.930917,0.232263,1.02662,4607,2.02527,1,159
963,0.792041,0.364072,0.931371,0.174784,1.01516,4607,2.02527,1,159
964,0.728634,0.362913,0.931823,0.160758,1.01284,4607,2.02527,1,159
965,1.21964,0.361753,0.932274,0.269375,1.03565,4607,2.02527,1,159
966,1.12922,0.360593,0.932723,0.249374,1.03062,4607,2.02527,1,159
967,1.10475,0.359432,0.933171,0.24396,1.02933,4607,2.02527,1,159
968,0.789576,0.358271,0.933618,0.174239,1.01507,4607,2.02527,1,159
969,1.45631,0.357109,0.934063,0.32173,1.05048,4607,2.02527,1,159
970,1.12788,0.355947,0.934506,0.249076,1.03055,4607,2.02527,1,159
971,2.54721,0.354784,0.934948,0.563057,1.14762,4607,2.02527,1,159
972,1.71064,0.35362,0.935389,0.377992,1.06905,4607,2.02527,1,159
973,1.7751,0.352456,0.935828,0.392252,1.07418,4607,2.02527,1,159
974,1.23569,0.351292,0.936266,0.272927,1.03658,4607,2.02527,1,159
975,0.560677,0.350127,0.936702,0.123603,1.00761,0,0.246963,2,102
976,2.53206,0.348961,0.937137,0.559704,1.14598,4607,2.02527,1,159
977,1.78607,0.347794,0.937571,0.39468,1.07507,4607,2.02527,1,159
978,1.25934,0.346628,0.938003,0.278157,1.03797,4607,2.02527,1,159
979,1.62864,0.34546,0.938433,0.359854,1.06278,4607,2.02527,1,159
980,2.08855,0.344292,0.938862,0.461594,1.10139,4607,2.02527,1,159
981,1.44007,0.343124,0.93929,0.318138,1.04939,4607,2.02527,1,159
982,0.947346,0.341955,0.939716,0.20914,1.02164,4607,2.02527,1,159
983,2.29945,0.340786,0.940141,0.508248,1.12175,4607,2.02527,1,159
984,1.07603,0.339616,0.940564,0.237607,1.02784,4607,2.02527,1,159
985,1.8176,0.338445,0.940986,0.401655,1.07765,4607,2.02527,1,159
986,2.34106,0.337274,0.941406,0.517453,1.12595,4607,2.02527,1,159
987,2.06899,0.336103,0.941825,0.457266,1.09959,4607,2.02527,1,159
988,1.61699,0.334931,0.942243,0.357275,1.06191,4607,2.02527,1,159
989,1.90568,0.333758,0.942659,0.421139,1.08506,4607,2.02527,1,159
990,0.738455,0.332585,0.943073,0.16293,1.01319,4607,2.02527,1,159
991,1.39393,0.331411,0.943486,0.307932,1.04634,4607,2.02527,1,159
992,0.565678,0.330237,0.943898,0.124709,1.00775,3,1.91076,2,134
993,1.93474,0.329062,0.944308,0.427568,1.08757,4607,2.02527,1,159
994,2.17695,0.327887,0.944717,0.481148,1.10973,4607,2.02527,1,159
995,0.879931,0.326712,0.945124,0.194227,1.01869,4607,2.02527,1,159
996,1.35729,0.325535,0.94553,0.299826,1.04398,4607,2.02527,1,159
997,1.87001,0.324359,0.945934,0.413248,1.08202,4607,2.02527,1,159
998,0.911881,0.323182,0.946337,0.201295,1.02006,4607,2.02527,1,159
999,1.22036,0.322004,0.946738,0.269536,1.03569,4607,2.02527,1,159
1000,1.69096,0.320826,0.947138,0.373641,1.06752,4607,2.02527,1,159
1001,3.0141,0.319647,0.947537,0.666339,1.20167,4607,2.02527,1,159
1002,1.71123,0.318468,0.947934,0.378124,1.0691,4607,2.02527,1,159
1003,1.34943,0.317288,0.948329,0.298088,1.04348,4607,2.02527,1,159
1004,2.17135,0.316108,0.948723,0.47991,1.10919,4607,2.02527,1,159
1005,1.93066,0.314928,0.949116,0.426665,1.08722,4607,2.02527,1,159
1006,0.694865,0.313746,0.949507,0.153287,1.01168,4607,2.02527,1,159
1007,0.756176,0.312565,0.949896,0.16685,1.01382,4607,2.02527,1,159
1008,1.39441,0.311383,0.950285,0.308038,1.04637,4607,2.02527,1,159
1009,0.955739,0.3102,0.950671,0.210997,1.02202,4607,2.02527,1,159
1010,0.851591,0.309017,0.951057,0.187958,1.01751,4607,2.02527,1,159
1011,1.34597,0.307833,0.95144,0.297321,1.04326,4607,2.02527,1,159
1012,1.04611,0.306649,0.951823,0.230989,1.02633,4607,2.02527,1,159
1013,1.14218,0.305465,0.952203,0.25224,1.03132,4607,2.02527,1,159
1014,2.00882,0.30428,0.952583,0.443956,1.09412,4607,2.02527,1,159
1015,1.10936,0.303095,0.95296,0.244981,1.02957,4607,2.02527,1,159
1016,1.49587,0.301909,0.953337,0.330482,1.05319,4607,2.02527,1,159
1017,2.1105,0.300722,0.953712,0.46645,1.10344,4607,2.02527,1,159
1018,1.33366,0.299535,0.954085,0.2946,1.04249,4607,2.02527,1,159
1019,0.748929,0.298348,0.954457,0.165247,1.01356,4607,2.02527,1,159
1020,1.14392,0.29716,0.954828,0.252625,1.03142,4607,2.02527,1,159
1021,0.609817,0.295972,0.955197,0.134473,1.009,121,1.28633,2,168
1022,0.990426,0.294784,0.955564,0.21867,1.02363,4607,2.02527,1,159
1023,0.714797,0.293594,0.95593,0.157697,1.01236,4607,2.02527,1,159
1024,1.9671,0.292405,0.956295,0.434726,1.09041,4607,2.02527,1,159
1025,2.03089,0.291215,0.956658,0.448839,1.09611,4607,2.02527,1,159
1026,0.735694,0.290024,0.957019,0.162319,1.01309,4607,2.02527,1,159
1027,1.28631,0.288833,0.957379,0.284124,1.03958,4607,2.02527,1,159
1028,2.7228,0.287642,0.957738,0.6019,1.16717,4607,2.02527,1,159
1029,1.15456,0.28645,0.958095,0.254979,1.032,4607,2.02527,1,159
1030,3.45911,0.285258,0.958451,0.764784,1.25893,4607,2.02527,1,159
1031,0.616238,0.284065,0.958805,0.135894,1.00919,121,1.28633,2,168
1032,1.85203,0.282872,0.959158,0.40927,1.08051,4607,2.02527,1,159
1033,1.33586,0.281678,0.959509,0.295085,1.04263,4607,2.02527,1,159
1034,1.62093,0.280484,0.959859,0.358147,1.0622,4607,2.02527,1,159
1035,0.80188,0.27929,0.960207,0.176961,1.01554,4607,2.02527,1,159
1036,1.63166,0.278095,0.960554,0.360522,1.063,4607,2.02527,1,159
1037,0.730814,0.2769,0.960899,0.16124,1.01292,4607,2.02527,1,159
1038,1.53034,0.275704,0.961243,0.338107,1.05561,4607,2.02527,1,159
1039,1.11976,0.274508,0.961585,0.247282,1.03012,4607,2.02527,1,159
1040,1.99925,0.273311,0.961926,0.441838,1.09326,4607,2.02527,1,159
1041,1.20977,0.272114,0.962265,0.267193,1.03508,4607,2.02527,1,159
1042,1.13218,0.270916,0.962603,0.250029,1.03078,4607,2.02527,1,159
1043,1.49684,0.269719,0.962939,0.330697,1.05326,4607,2.02527,1,159
1044,0.746033,0.26852,0.963274,0.164606,1.01346,4607,2.02527,1,159
1045,2.83492,0.267322,0.963607,0.626702,1.18015,4607,2.02527,1,159
1046,1.45905,0.266123,0.963939,0.322337,1.05067,4607,2.02527,1,159
1047,1.14407,0.264923,0.96427,0.252658,1.03142,4607,2.02527,1,159
1048,2.10542,0.263723,0.964598,0.465326,1.10296,4607,2.02527,1,159
1049,1.04507,0.262523,0.964926,0.230757,1.02628,4607,2.02527,1,159
1050,1.58273,0.261322,0.965252,0.349697,1.05938,4607,2.02527,1,159
1051,0.731343,0.260121,0.965576,0.161357,1.01293,4607,2.02527,1,159
1052,1.12434,0.258919,0.965899,0.248294,1.03036,4607,2.02527,1,159
1053,0.76548,0.257717,0.96622,0.168909,1.01416,4607,2.02527,1,159
1054,1.37786,0.256515,0.96654,0.304377,1.0453,4607,2.02527,1,159
1055,1.98358,0.255312,0.966859,0.438373,1.09187,4607,2.02527,1,159
1056,1.08432,0.254109,0.967176,0.23944,1.02827,4607,2.02527,1,159
1057,0.94765,0.252905,0.967491,0.209208,1.02165,4607,2.02527,1,159
1058,1.09507,0.251701,0.967805,0.241819,1.02882,4607,2.02527,1,159
1059,0.990054,0.250497,0.968117,0.218588,1.02361,4607,2.02527,1,159
1060,1.80586,0.249292,0.968428,0.399058,1.07668,4607,2.02527,1,159
1061,1.81929,0.248087,0.968738,0.402029,1.07779,4607,2.02527,1,159
1062,1.21977,0.246882,0.969046,0.269405,1.03565,4607,2.02527,1,159
1063,1.5627,0.245676,0.969352,0.345266,1.05793,4607,2.02527,1,159
1064,0.951254,0.24447,0.969657,0.210005,1.02181,4607,2.02527,1,159
1065,0.694059,0.243263,0.96996,0.153109,1.01165,4607,2.02527,1,159
1066,1.15197,0.242056,0.970262,0.254406,1.03185,4607,2.02527,1,159
1067,1.56067,0.240849,0.970563,0.344818,1.05778,4607,2.02527,1,159
1068,3.25405,0.239641,0.970862,0.719421,1.2319,4607,2.02527,1,159
1069,0.673661,0.238433,0.971159,0.148597,1.01098,4607,2.02527,1,159
1070,1.61135,0.237224,0.971455,0.356028,1.06149,4607,2.02527,1,159
1071,1.62249,0.236015,0.971749,0.358493,1.06232,4607,2.02527,1,159
1072,2.49761,0.234806,0.972042,0.552083,1.14228,4607,2.02527,1,159
1073,0.971804,0.233597,0.972334,0.214551,1.02276,4607,2.02527,1,159
1074,1.45214,0.232387,0.972623,0.320809,1.0502,4607,2.02527,1,159
1075,1.80738,0.231176,0.972912,0.399393,1.07681,4607,2.02527,1,159
1076,0.838933,0.229966,0.973199,0.185157,1.017,4607,2.02527,1,159
1077,1.22198,0.228755,0.973484,0.269893,1.03578,4607,2.02527,1,159
1078,1.4653,0.227543,0.973768,0.323719,1.05109,4607,2.02527,1,159
1079,0.514116,0.226332,0.97405,0.113303,1.0064,0,1.99899,2,179
1080,0.721862,0.225119,0.974331,0.15926,1.0126,4607,2.02527,1,159
1081,1.09774,0.223907,0.974611,0.242411,1.02896,4607,2.02527,1,159
1082,0.665832,0.222694,0.974888,0.146865,1.01073,4607,2.02527,1,159
1083,2.41031,0.221481,0.975165,0.532772,1.13307,4607,2.02527,1,159
1084,0.504169,0.220268,0.975439,0.111102,1.00615,0,0.00659868,2,106
1085,0.624786,0.219054,0.975713,0.137785,1.00945,121,1.28633,2,168
1086,1.77106,0.21784,0.975985,0.39136,1.07385,4607,2.02527,1,159
1087,1.58035,0.216625,0.976255,0.349171,1.05921,4607,2.02527,1,159
1088,0.62206,0.21541,0.976524,0.137182,1.00937,121,1.28633,2,168
1089,1.06777,0.214195,0.976791,0.235779,1.02742,4607,2.02527,1,159
1090,3.15717,0.21298,0.977057,0.69799,1.2195,4607,2.02527,1,159
1091,2.0415,0.211764,0.977321,0.451184,1.09707,4607,2.02527,1,159
1092,1.1869,0.210548,0.977584,0.262134,1.03379,4607,2.02527,1,159
1093,0.739741,0.209331,0.977845,0.163215,1.01323,4607,2.02527,1,159
